Image_ID,Address,zs_dominant,yolo_dominant,yolo_status,comparable,dominant_agreement,l1_distance
1120 DAY ST,1120 DAY ST,Brick,Brick,success,yes,yes,0.184
1120 DUNTON ST,1120 DUNTON ST,Brick,Brick,success,yes,yes,0.0
1120 E BERKS ST,1120 E BERKS ST,Stucco,Decorative stone,success,yes,no,0.972
1120 E COLUMBIA AVE,1120 E COLUMBIA AVE,Brick,Brick,success,yes,yes,0.0
1120 E EYRE ST,1120 E EYRE ST,Brick,Brick,success,yes,yes,0.0
1120 E MONTGOMERY AVE,1120 E MONTGOMERY AVE,Brick,Brick,success,yes,yes,0.0
1120 E OXFORD ST,1120 E OXFORD ST,Brick,Brick,success,yes,yes,0.0
1120 E PALMER ST,1120 E PALMER ST,Stucco,Stucco,success,yes,yes,0.0
1120 E WILT ST,1120 E WILT ST,Brick,Brick,success,yes,yes,0.0
1120 SHACKAMAXON ST,1120 SHACKAMAXON ST,Brick,Brick,success,yes,yes,0.0
1120-22 LEOPARD ST,1120-22 LEOPARD ST,Stucco,Stucco,success,yes,yes,0.333
1121 DAY ST,1121 DAY ST,Brick,Brick,success,yes,yes,0.0
1121 E BERKS ST,1121 E BERKS ST,Brick,Brick,success,yes,yes,0.0
1121 E COLUMBIA AVE,1121 E COLUMBIA AVE,Brick,Brick,success,yes,yes,0.333
1121 E EYRE ST,1121 E EYRE ST,Brick,Brick,success,yes,yes,0.333
1121 E MONTGOMERY AVE,1121 E MONTGOMERY AVE,Brick,Brick,success,yes,yes,0.0
1121 E OXFORD ST,1121 E OXFORD ST,Vinyl,Vinyl,success,yes,yes,0.0
1121 E PALMER ST,1121 E PALMER ST,Brick,Unknown,no_materials_found,no,,
1121 E SUSQUEHANNA AVE,1121 E SUSQUEHANNA AVE,Brick,Brick,success,yes,yes,0.333
1121 E WILT ST,1121 E WILT ST,Brick,Brick,success,yes,yes,0.333
1121 LEOPARD ST,1121 LEOPARD ST,Stucco,Stucco,success,yes,yes,0.333
1121 MARLBOROUGH ST,1121 MARLBOROUGH ST,Brick,Brick,success,yes,yes,0.0
1121 N LEE ST,1121 N LEE ST,Brick,Stucco,success,yes,no,1.0
1121 SHACKAMAXON ST,1121 SHACKAMAXON ST,Brick,Brick,success,yes,yes,0.0
1122 CREASE ST,1122 CREASE ST,Brick,Brick,success,yes,yes,0.333
1122 DAY ST,1122 DAY ST,Brick,Metal,success,yes,no,0.75
1122 DUNTON ST,1122 DUNTON ST,Brick,Brick,success,yes,yes,0.0
1122 E BERKS ST,1122 E BERKS ST,Vinyl,Vinyl,success,yes,yes,0.25
1122 E COLUMBIA AVE,1122 E COLUMBIA AVE,Brick,Brick,success,yes,yes,0.0
1122 E EYRE ST,1122 E EYRE ST,Brick,Brick,success,yes,yes,0.0
1122 E MONTGOMERY AVE,1122 E MONTGOMERY AVE,Brick,Brick,success,yes,yes,0.333
1122 E OXFORD ST,1122 E OXFORD ST,Brick,Brick,success,yes,yes,0.0
1122 E PALMER ST,1122 E PALMER ST,Stucco,Stucco,success,yes,yes,0.0
1122 E WILT ST,1122 E WILT ST,Brick,Brick,success,yes,yes,0.0
1122 EARL ST,1122 EARL ST,Brick,Fibercement,success,yes,no,1.0
1122 MARLBOROUGH ST,1122 MARLBOROUGH ST,Brick,Brick,success,yes,yes,0.0
1122-38 E SUSQUEHANNA AVE,1122-38 E SUSQUEHANNA AVE,Stucco,Unknown,no_detections,no,,
1123 CREASE ST,1123 CREASE ST,Vinyl,Brick,success,yes,no,0.295
1123 DAY ST,1123 DAY ST,Brick,Brick,success,yes,yes,0.333
1123 E BERKS ST,1123 E BERKS ST,Brick,Brick,success,yes,yes,0.0
1123 E COLUMBIA AVE,1123 E COLUMBIA AVE,Brick,Brick,success,yes,yes,0.267
1123 E EYRE ST,1123 E EYRE ST,Brick,Brick,success,yes,yes,0.333
1123 E HEWSON ST,1123 E HEWSON ST,Brick,Stucco,success,yes,no,0.128
1123 E MONTGOMERY AVE,1123 E MONTGOMERY AVE,Brick,Brick,success,yes,yes,0.0
1123 E PALMER ST,1123 E PALMER ST,Brick,Unknown,no_materials_found,no,,
1123 E WILT ST,1123 E WILT ST,Brick,Stucco,success,yes,no,0.667
1123 LEOPARD ST,1123 LEOPARD ST,Stucco,Stucco,success,yes,yes,0.333
1123 MARLBOROUGH ST,1123 MARLBOROUGH ST,Brick,Brick,success,yes,yes,0.379
1123 N LEE ST,1123 N LEE ST,Brick,Stucco,success,yes,no,1.0
1123 SHACKAMAXON ST,1123 SHACKAMAXON ST,Brick,Stucco,success,yes,no,1.0
1124 CREASE ST,1124 CREASE ST,Brick,Brick,success,yes,yes,0.253
1124 DAY ST,1124 DAY ST,Brick,Brick,success,yes,yes,0.333
1124 DUNTON ST,1124 DUNTON ST,Brick,Brick,success,yes,yes,0.0
1124 E COLUMBIA AVE,1124 E COLUMBIA AVE,Brick,Brick,success,yes,yes,0.333
1124 E EYRE ST,1124 E EYRE ST,Brick,Brick,success,yes,yes,0.0
1124 E MONTGOMERY AVE,1124 E MONTGOMERY AVE,Brick,Brick,success,yes,yes,0.0
1124 E OXFORD ST,1124 E OXFORD ST,Vinyl,Vinyl,success,yes,yes,0.0
1124 E WILT ST,1124 E WILT ST,Brick,Brick,success,yes,yes,0.0
1124-26 LEOPARD ST,1124-26 LEOPARD ST,Stucco,Stucco,success,yes,yes,0.333
1125 CREASE ST,1125 CREASE ST,Brick,Vinyl,success,yes,no,0.667
1125 DAY ST,1125 DAY ST,Brick,Brick,success,yes,yes,0.333
1125 E BERKS ST,1125 E BERKS ST,Brick,Brick,success,yes,yes,0.0
1125 E COLUMBIA AVE,1125 E COLUMBIA AVE,Brick,Brick,success,yes,yes,0.232
1125 E EYRE ST,1125 E EYRE ST,Brick,Brick,success,yes,yes,0.0
1125 E HEWSON ST,1125 E HEWSON ST,Brick,Stucco,success,yes,no,0.667
1125 E MONTGOMERY AVE,1125 E MONTGOMERY AVE,Brick,Brick,success,yes,yes,0.0
1125 E SUSQUEHANNA AVE,1125 E SUSQUEHANNA AVE,Brick,Brick,success,yes,yes,0.5
1125 E WILT ST,1125 E WILT ST,Brick,Brick,success,yes,yes,0.5
1125 LEOPARD ST,1125 LEOPARD ST,Stucco,Stucco,success,yes,yes,0.333
1125 MARLBOROUGH ST,1125 MARLBOROUGH ST,Brick,Brick,success,yes,yes,0.333
1125 SHACKAMAXON ST,1125 SHACKAMAXON ST,Brick,Brick,success,yes,yes,0.333
1126 CREASE ST,1126 CREASE ST,Brick,Brick,success,yes,yes,0.0
1126 DUNTON ST,1126 DUNTON ST,Brick,Brick,success,yes,yes,0.0
1126 E EYRE ST,1126 E EYRE ST,Brick,Brick,success,yes,yes,0.0
1126 E OXFORD ST,1126 E OXFORD ST,Vinyl,Vinyl,success,yes,yes,0.0
1126 E PALMER ST  10,1126 E PALMER ST  10,Brick,Stucco,success,yes,no,0.5
1126 E PALMER ST  11,1126 E PALMER ST  11,Fibercement,Stucco,success,yes,no,1.0
1126 E PALMER ST  12,1126 E PALMER ST  12,Fibercement,Stucco,success,yes,no,1.0
1126 E PALMER ST  13,1126 E PALMER ST  13,Fibercement,Stucco,success,yes,no,1.0
1126 E PALMER ST  2,1126 E PALMER ST  2,Aluminum Composite,Fibercement,success,yes,no,1.0
1126 E PALMER ST  3,1126 E PALMER ST  3,Aluminum Composite,Brick,success,yes,no,1.0
1126 E PALMER ST  4,1126 E PALMER ST  4,Aluminum Composite,Brick,success,yes,no,1.0
1126 E PALMER ST  5,1126 E PALMER ST  5,Aluminum Composite,Brick,success,yes,no,0.667
1126 E PALMER ST  6,1126 E PALMER ST  6,Aluminum Composite,Brick,success,yes,no,0.667
1126 E PALMER ST  7,1126 E PALMER ST  7,Aluminum Composite,Brick,success,yes,no,0.21
1126 E PALMER ST  8,1126 E PALMER ST  8,Brick,Stucco,success,yes,no,0.5
1126 E PALMER ST  9,1126 E PALMER ST  9,Stucco,Brick,success,yes,no,0.667
1126 E WILT ST,1126 E WILT ST,Brick,Brick,success,yes,yes,0.0
1126 EARL ST,1126 EARL ST,Brick,Brick,success,yes,yes,0.05
1126 MARLBOROUGH ST,1126 MARLBOROUGH ST,Brick,Brick,success,yes,yes,0.365
1127 CREASE ST,1127 CREASE ST,Brick,Brick,success,yes,yes,0.0
1127 DAY ST,1127 DAY ST,Brick,Stucco,success,yes,no,0.5
1127 DUNTON ST,1127 DUNTON ST,Brick,Brick,success,yes,yes,0.333
1127 E BERKS ST,1127 E BERKS ST,Stucco,Stucco,success,yes,yes,0.333
1127 E EYRE ST,1127 E EYRE ST,Brick,Brick,success,yes,yes,0.0
1127 E MONTGOMERY AVE,1127 E MONTGOMERY AVE,Brick,Brick,success,yes,yes,0.333
1127 E PALMER ST,1127 E PALMER ST,Stucco,Stucco,success,yes,yes,0.333
1127 E SUSQUEHANNA AVE,1127 E SUSQUEHANNA AVE,Brick,Stucco,success,yes,no,1.0
1127 E WILT ST,1127 E WILT ST,Brick,Stucco,success,yes,no,0.667
1127 MARLBOROUGH ST,1127 MARLBOROUGH ST,Brick,Brick,success,yes,yes,0.333
1127 SHACKAMAXON ST,1127 SHACKAMAXON ST,Brick,Brick,success,yes,yes,0.333
1128 CREASE ST,1128 CREASE ST,Brick,Brick,success,yes,yes,0.216
1128 DAY ST,1128 DAY ST,Brick,Brick,success,yes,yes,0.268
1128 DUNTON ST,1128 DUNTON ST,Brick,Brick,success,yes,yes,0.0
1128 E COLUMBIA AVE,1128 E COLUMBIA AVE,Brick,Stucco,success,yes,no,0.575
1128 E EYRE ST,1128 E EYRE ST,Brick,Brick,success,yes,yes,0.0
1128 E MONTGOMERY AVE,1128 E MONTGOMERY AVE,Brick,Brick,success,yes,yes,0.0
1128 E OXFORD ST,1128 E OXFORD ST,Brick,Vinyl,success,yes,no,0.5
1128 E WILT ST,1128 E WILT ST,Brick,Brick,success,yes,yes,0.27
1128 EARL ST,1128 EARL ST,Brick,Brick,success,yes,yes,0.0
1128 LEOPARD ST,1128 LEOPARD ST,Stucco,Fibercement,success,yes,no,1.0
1128 MARLBOROUGH ST,1128 MARLBOROUGH ST,Brick,Brick,success,yes,yes,0.0
1128 N FRONT ST  A27,1128 N FRONT ST  A27,Metal,Fibercement,success,yes,no,1.0
1129 CREASE ST,1129 CREASE ST,Brick,Brick,success,yes,yes,0.0
1129 DAY ST,1129 DAY ST,Stucco,Stucco,success,yes,yes,0.237
1129 DUNTON ST,1129 DUNTON ST,Vinyl,Vinyl,success,yes,yes,0.0
1129 E BERKS ST,1129 E BERKS ST,Brick,Stucco,success,yes,no,0.5
1129 E OXFORD ST,1129 E OXFORD ST,Brick,Unknown,no_detections,no,,
1129 E PALMER ST,1129 E PALMER ST,Brick,Stucco,success,yes,no,1.0
1129 E SUSQUEHANNA AVE,1129 E SUSQUEHANNA AVE,Stucco,Stucco,success,yes,yes,0.216
1129 E WILT ST,1129 E WILT ST,Brick,Brick,success,yes,yes,0.5
1129 LEOPARD ST,1129 LEOPARD ST,Stucco,Vinyl,success,yes,no,1.0
1129 MARLBOROUGH ST,1129 MARLBOROUGH ST,Brick,Brick,success,yes,yes,0.333
1129 N LEE ST,1129 N LEE ST,Brick,Stucco,success,yes,no,0.667
1129-31 EARL ST,1129-31 EARL ST,Brick,Brick,success,yes,yes,0.0
113 E GIRARD AVE,113 E GIRARD AVE,Brick,Brick,success,yes,yes,0.0
1130 CREASE ST,1130 CREASE ST,Vinyl,Fibercement,success,yes,no,1.0
1130 DUNTON ST,1130 DUNTON ST,Brick,Brick,success,yes,yes,0.0
1130 E COLUMBIA AVE,1130 E COLUMBIA AVE,Brick,Stucco,success,yes,no,1.0
1130 E EYRE ST,1130 E EYRE ST,Brick,Brick,success,yes,yes,0.25
1130 E MONTGOMERY AVE,1130 E MONTGOMERY AVE,Brick,Brick,success,yes,yes,0.0
1130 E OXFORD ST,1130 E OXFORD ST,Brick,Unknown,no_detections,no,,
1130 E WILT ST,1130 E WILT ST,Brick,Brick,success,yes,yes,0.0
1130 EARL ST,1130 EARL ST,Brick,Brick,success,yes,yes,0.0
1130 MARLBOROUGH ST,1130 MARLBOROUGH ST,Brick,Brick,success,yes,yes,0.0
1130 N FRONT ST  A24,1130 N FRONT ST  A24,Metal,Metal,success,yes,yes,0.333
1130-54 N DELAWARE AVE,1130-54 N DELAWARE AVE,Metal,Aluminum Composite,success,yes,no,1.0
1131 CREASE ST,1131 CREASE ST,Brick,Stucco,success,yes,no,1.0
1131 DUNTON ST,1131 DUNTON ST,Brick,Brick,success,yes,yes,0.333
1131 E BERKS ST,1131 E BERKS ST,Brick,Stucco,success,yes,no,1.0
1131 E MONTGOMERY AVE,1131 E MONTGOMERY AVE,Brick,Brick,success,yes,yes,0.333
1131 E OXFORD ST,1131 E OXFORD ST,Brick,Unknown,no_detections,no,,
1131 E SUSQUEHANNA AVE,1131 E SUSQUEHANNA AVE,Brick,Brick,success,yes,yes,0.5
1131 E WILT ST,1131 E WILT ST,Brick,Brick,success,yes,yes,0.0
1131 LEOPARD ST,1131 LEOPARD ST,Stucco,Vinyl,success,yes,no,1.0
1131 MARLBOROUGH ST,1131 MARLBOROUGH ST,Brick,Brick,success,yes,yes,0.0
1131 SHACKAMAXON ST,1131 SHACKAMAXON ST,Brick,Brick,success,yes,yes,0.087
1132 CREASE ST,1132 CREASE ST,Vinyl,Vinyl,success,yes,yes,0.3
1132 DUNTON ST,1132 DUNTON ST,Brick,Brick,success,yes,yes,0.0
1132 E EYRE ST,1132 E EYRE ST,Brick,Brick,success,yes,yes,0.333
1132 E HEWSON ST,1132 E HEWSON ST,Metal,Metal,success,yes,yes,0.333
1132 E OXFORD ST,1132 E OXFORD ST,Brick,Unknown,no_detections,no,,
1132 E WILT ST,1132 E WILT ST,Brick,Brick,success,yes,yes,0.333
1132 MARLBOROUGH ST,1132 MARLBOROUGH ST,Brick,Brick,success,yes,yes,0.0
1132-34 E COLUMBIA AVE,1132-34 E COLUMBIA AVE,Brick,Unknown,no_materials_found,no,,
1132-34 SHACKAMAXON ST,1132-34 SHACKAMAXON ST,Brick,Unknown,no_materials_found,no,,
1132-40 N FRONT ST,1132-40 N FRONT ST,Brick,Brick,success,yes,yes,0.0
1133 CREASE ST,1133 CREASE ST,Brick,Fibercement,success,yes,no,1.0
1133 DAY ST,1133 DAY ST,Brick,Stucco,success,yes,no,0.579
1133 DUNTON ST,1133 DUNTON ST,Brick,Brick,success,yes,yes,0.0
1133 E BERKS ST,1133 E BERKS ST,Brick,Brick,success,yes,yes,0.0
1133 E OXFORD ST,1133 E OXFORD ST,Brick,Unknown,no_detections,no,,
1133 E PALMER ST,1133 E PALMER ST,Brick,Brick,success,yes,yes,0.0
1133 E SUSQUEHANNA AVE,1133 E SUSQUEHANNA AVE,Brick,Brick,success,yes,yes,0.0
1133 E WILT ST,1133 E WILT ST,Brick,Brick,success,yes,yes,0.0
1133 SHACKAMAXON ST,1133 SHACKAMAXON ST,Brick,Brick,success,yes,yes,0.0
1134 CREASE ST,1134 CREASE ST,Brick,Stucco,success,yes,no,1.0
1134 DAY ST,1134 DAY ST,Brick,Brick,success,yes,yes,0.397
1134 DUNTON ST,1134 DUNTON ST,Brick,Brick,success,yes,yes,0.333
1134 E HEWSON ST,1134 E HEWSON ST,Brick,Stucco,success,yes,no,1.0
1134 E OXFORD ST,1134 E OXFORD ST,Brick,Unknown,no_detections,no,,
1135 CREASE ST,1135 CREASE ST,Brick,Brick,success,yes,yes,0.379
1135 DAY ST,1135 DAY ST,Stucco,Stucco,success,yes,yes,0.333
1135 E BERKS ST,1135 E BERKS ST,Brick,Brick,success,yes,yes,0.143
1135 E OXFORD ST,1135 E OXFORD ST,Brick,Brick,success,yes,yes,0.333
1135 E PALMER ST,1135 E PALMER ST,Brick,Brick,success,yes,yes,0.0
1135 E SUSQUEHANNA AVE,1135 E SUSQUEHANNA AVE,Brick,Brick,success,yes,yes,0.0
1135 SHACKAMAXON ST,1135 SHACKAMAXON ST,Brick,Brick,success,yes,yes,0.0
1136 CREASE ST,1136 CREASE ST,Brick,Brick,success,yes,yes,0.333
1136 DAY ST,1136 DAY ST,Brick,Brick,success,yes,yes,0.384
1136 DUNTON ST,1136 DUNTON ST,Brick,Brick,success,yes,yes,0.5
1136 E HEWSON ST,1136 E HEWSON ST,Brick,Stucco,success,yes,no,1.0
1136 E OXFORD ST,1136 E OXFORD ST,Brick,Brick,success,yes,yes,0.333
1136 LEOPARD ST,1136 LEOPARD ST,Brick,Brick,success,yes,yes,0.0
1136 SHACKAMAXON ST,1136 SHACKAMAXON ST,Stucco,Stucco,success,yes,yes,0.0
1137 DUNTON ST,1137 DUNTON ST,Stucco,Brick,success,yes,no,1.0
1137 E OXFORD ST,1137 E OXFORD ST,Brick,Brick,success,yes,yes,0.333
1137 E PALMER ST,1137 E PALMER ST,Fibercement,Stucco,success,yes,no,1.0
1137 SHACKAMAXON ST,1137 SHACKAMAXON ST,Brick,Brick,success,yes,yes,0.0
1138 CREASE ST,1138 CREASE ST,Brick,Brick,success,yes,yes,0.333
1138 DAY ST,1138 DAY ST,Stucco,Stucco,success,yes,yes,0.0
1138 DUNTON ST,1138 DUNTON ST,Vinyl,Vinyl,success,yes,yes,0.459
1138 E OXFORD ST,1138 E OXFORD ST,Brick,Brick,success,yes,yes,0.333
1138 E WILT ST,1138 E WILT ST,Brick,Brick,success,yes,yes,0.0
1138 SHACKAMAXON ST,1138 SHACKAMAXON ST,Brick,Stucco,success,yes,no,1.0
1139 SHACKAMAXON ST,1139 SHACKAMAXON ST,Brick,Brick,success,yes,yes,0.0
114 RICHMOND ST,114 RICHMOND ST,Vinyl,Fibercement,success,yes,no,1.0
1140 CREASE ST,1140 CREASE ST,Brick,Brick,success,yes,yes,0.0
1140 DAY ST,1140 DAY ST,Brick,Stucco,success,yes,no,0.667
1140 E HEWSON ST,1140 E HEWSON ST,Stucco,Stucco,success,yes,yes,0.16
1140 FRANKFORD AVE,1140 FRANKFORD AVE,Brick,Brick,success,yes,yes,0.244
1140-44 SHACKAMAXON ST,1140-44 SHACKAMAXON ST,Brick,Fibercement,success,yes,no,0.667
1141 E BERKS ST,1141 E BERKS ST,Vinyl,Vinyl,success,yes,yes,0.238
1143 E BERKS ST,1143 E BERKS ST,Vinyl,Vinyl,success,yes,yes,0.257
1144 FRANKFORD AVE,1144 FRANKFORD AVE,Brick,Metal,success,yes,no,0.281
1146 FRANKFORD AVE,1146 FRANKFORD AVE,Brick,Brick,success,yes,yes,0.619
1148-62 FRANKFORD AVE,1148-62 FRANKFORD AVE,Decorative stone,Stucco,success,yes,no,1.0
115 E GIRARD AVE,115 E GIRARD AVE,Brick,Brick,success,yes,yes,0.0
1151-53 N FRONT ST,1151-53 N FRONT ST,Brick,Decorative stone,success,yes,no,1.0
1152 N LEE ST,1152 N LEE ST,Brick,Brick,success,yes,yes,0.333
1155-57 N FRONT ST,1155-57 N FRONT ST,Brick,Brick,success,yes,yes,0.333
116 E ALLEN ST,116 E ALLEN ST,Brick,Brick,success,yes,yes,0.0
117-29 RICHMOND ST,117-29 RICHMOND ST,Brick,Brick,success,yes,yes,0.0
118-20 RICHMOND ST,118-20 RICHMOND ST,Brick,Brick,success,yes,yes,0.333
119 E ALLEN ST,119 E ALLEN ST,Brick,Brick,success,yes,yes,0.333
12 E COLUMBIA AVE,12 E COLUMBIA AVE,Brick,Brick,success,yes,yes,0.0
12 W PALMER ST,12 W PALMER ST,Vinyl,Stucco,success,yes,no,1.0
1200 E COLUMBIA AVE,1200 E COLUMBIA AVE,Stucco,Stucco,success,yes,yes,0.0
1201 E SUSQUEHANNA AVE,1201 E SUSQUEHANNA AVE,Brick,Brick,success,yes,yes,0.333
1201 SHACKAMAXON ST,1201 SHACKAMAXON ST,Brick,Brick,success,yes,yes,0.0
1201-03 FRANKFORD AVE,1201-03 FRANKFORD AVE,Brick,Brick,success,yes,yes,0.0
1202 DAY ST,1202 DAY ST,Vinyl,Brick,success,yes,no,0.667
1202 E COLUMBIA AVE,1202 E COLUMBIA AVE,Stucco,Stucco,success,yes,yes,0.333
1202-32 E MONTGOMERY AVE,1202-32 E MONTGOMERY AVE,Brick,Unknown,no_detections,no,,
1203 E COLUMBIA AVE,1203 E COLUMBIA AVE,Vinyl,Brick,success,yes,no,0.667
1203 SHACKAMAXON ST,1203 SHACKAMAXON ST,Brick,Brick,success,yes,yes,0.0
1204 DAY ST,1204 DAY ST,Fibercement,Brick,success,yes,no,0.6675
1204 E COLUMBIA AVE,1204 E COLUMBIA AVE,Brick,Stucco,success,yes,no,0.667
1204 E PALMER ST,1204 E PALMER ST,Fibercement,Fibercement,success,yes,yes,0.434
1204 MARLBOROUGH ST,1204 MARLBOROUGH ST,Vinyl,Vinyl,success,yes,yes,0.19
1204 N FRONT ST,1204 N FRONT ST,Brick,Vinyl,success,yes,no,1.0
1204-08 FRANKFORD AVE,1204-08 FRANKFORD AVE,Brick,Brick,success,yes,yes,0.333
1205 E COLUMBIA AVE,1205 E COLUMBIA AVE,Brick,Brick,success,yes,yes,0.0
1205 E OXFORD ST,1205 E OXFORD ST,Brick,Stucco,success,yes,no,1.0
1205 E SUSQUEHANNA AVE,1205 E SUSQUEHANNA AVE,Stucco,Brick,success,yes,no,0.667
1205 SHACKAMAXON ST,1205 SHACKAMAXON ST,Brick,Brick,success,yes,yes,0.0
1206 E COLUMBIA AVE,1206 E COLUMBIA AVE,Brick,Brick,success,yes,yes,0.0
1206 E FLETCHER ST,1206 E FLETCHER ST,Brick,Fibercement,success,yes,no,1.0
1206 E OXFORD ST,1206 E OXFORD ST,Stucco,Stucco,success,yes,yes,0.0
1206 MARLBOROUGH ST,1206 MARLBOROUGH ST,Brick,Vinyl,success,yes,no,1.0
1206-08 N FRONT ST,1206-08 N FRONT ST,Brick,Vinyl,success,yes,no,0.965
1207 E COLUMBIA AVE,1207 E COLUMBIA AVE,Brick,Brick,success,yes,yes,0.333
1207 E OXFORD ST,1207 E OXFORD ST,Stucco,Stucco,success,yes,yes,0.333
1207 E SUSQUEHANNA AVE,1207 E SUSQUEHANNA AVE,Brick,Brick,success,yes,yes,0.0
1207 SHACKAMAXON ST,1207 SHACKAMAXON ST,Brick,Brick,success,yes,yes,0.0
1208 DAY ST,1208 DAY ST,Brick,Stucco,success,yes,no,0.728
1208 E FLETCHER ST,1208 E FLETCHER ST,Brick,Brick,success,yes,yes,0.333
1208 E OXFORD ST,1208 E OXFORD ST,Vinyl,Vinyl,success,yes,yes,0.333
1208 MARLBOROUGH ST,1208 MARLBOROUGH ST,Brick,Vinyl,success,yes,no,0.667
1208-10 SHACKAMAXON ST,1208-10 SHACKAMAXON ST,Vinyl,Vinyl,success,yes,yes,0.0
1209 CREASE ST,1209 CREASE ST,Stucco,Stucco,success,yes,yes,0.0
1209 E COLUMBIA AVE,1209 E COLUMBIA AVE,Vinyl,Brick,success,yes,no,1.0
1209 E OXFORD ST,1209 E OXFORD ST,Vinyl,Vinyl,success,yes,yes,0.333
1209 E SUSQUEHANNA AVE,1209 E SUSQUEHANNA AVE,Brick,Brick,success,yes,yes,0.333
1209 MARLBOROUGH ST,1209 MARLBOROUGH ST,Brick,Vinyl,success,yes,no,1.0
1209 SHACKAMAXON ST,1209 SHACKAMAXON ST,Brick,Brick,success,yes,yes,0.0
1210 DAY ST,1210 DAY ST,Brick,Brick,success,yes,yes,0.5
1210 E COLUMBIA AVE,1210 E COLUMBIA AVE,Brick,Unknown,no_detections,no,,
1210 E PALMER ST,1210 E PALMER ST,Brick,Brick,success,yes,yes,0.377
1210 MARLBOROUGH ST,1210 MARLBOROUGH ST,Brick,Fibercement,success,yes,no,1.0
1210 N FRONT ST,1210 N FRONT ST,Brick,Vinyl,success,yes,no,0.957
1210-22 FRANKFORD AVE,1210-22 FRANKFORD AVE,Brick,Brick,success,yes,yes,0.0
1211 CREASE ST,1211 CREASE ST,Stucco,Brick,success,yes,no,1.0
1211 DAY ST,1211 DAY ST,Stucco,Stucco,success,yes,yes,0.0
1211 E COLUMBIA AVE,1211 E COLUMBIA AVE,Brick,Brick,success,yes,yes,0.25
1211 E OXFORD ST,1211 E OXFORD ST,Vinyl,Vinyl,success,yes,yes,0.333
1211 E SUSQUEHANNA AVE,1211 E SUSQUEHANNA AVE,Brick,Metal,success,yes,no,0.667
1211 MARLBOROUGH ST,1211 MARLBOROUGH ST,Brick,Fibercement,success,yes,no,1.0
1211 SHACKAMAXON ST,1211 SHACKAMAXON ST,Brick,Brick,success,yes,yes,0.0
1212 E COLUMBIA AVE,1212 E COLUMBIA AVE,Brick,Unknown,no_detections,no,,
1212 E FLETCHER ST,1212 E FLETCHER ST,Brick,Vinyl,success,yes,no,1.0
1212 E OXFORD ST,1212 E OXFORD ST,Brick,Brick,success,yes,yes,0.123
1212 E SUSQUEHANNA AVE UNIT D,1212 E SUSQUEHANNA AVE UNIT D,Fibercement,Aluminum Composite,success,yes,no,0.667
1212 N FRONT ST,1212 N FRONT ST,Brick,Vinyl,success,yes,no,1.0
1212 SHACKAMAXON ST,1212 SHACKAMAXON ST,Vinyl,Brick,success,yes,no,1.0
1212-16 N DELAWARE AVE,1212-16 N DELAWARE AVE,Stucco,Unknown,no_materials_found,no,,
1212-20 MARLBOROUGH ST,1212-20 MARLBOROUGH ST,Brick,Brick,success,yes,yes,0.0
1213 CREASE ST,1213 CREASE ST,Decorative stone,Metal,success,yes,no,0.667
1213 DAY ST,1213 DAY ST,Stucco,Unknown,no_materials_found,no,,
1213 E COLUMBIA AVE,1213 E COLUMBIA AVE,Brick,Brick,success,yes,yes,0.0
1213 E OXFORD ST,1213 E OXFORD ST,Brick,Brick,success,yes,yes,0.123
1213 E PALMER ST,1213 E PALMER ST,Brick,Brick,success,yes,yes,0.333
1213 E SUSQUEHANNA AVE,1213 E SUSQUEHANNA AVE,Brick,Brick,success,yes,yes,0.333
1213 MARLBOROUGH ST,1213 MARLBOROUGH ST,Decorative stone,Decorative stone,success,yes,yes,0.0
1213 SHACKAMAXON ST,1213 SHACKAMAXON ST,Brick,Brick,success,yes,yes,0.0
1214 12 CREASE ST,1214 12 CREASE ST,Brick,Stucco,success,yes,no,0.444
1214 CREASE ST,1214 CREASE ST,Brick,Brick,success,yes,yes,0.333
1214 DAY ST,1214 DAY ST,Brick,Brick,success,yes,yes,0.0
1214 E COLUMBIA AVE,1214 E COLUMBIA AVE,Brick,Unknown,no_materials_found,no,,
1214 E OXFORD ST,1214 E OXFORD ST,Brick,Brick,success,yes,yes,0.123
1214 E SUSQUEHANNA AVE,1214 E SUSQUEHANNA AVE,Brick,Brick,success,yes,yes,0.333
1214 N FRONT ST,1214 N FRONT ST,Brick,Fibercement,success,yes,no,0.693
1214 SHACKAMAXON ST,1214 SHACKAMAXON ST,Brick,Brick,success,yes,yes,0.333
1215 CREASE ST,1215 CREASE ST,Stucco,Brick,success,yes,no,1.0
1215 DAY ST,1215 DAY ST,Stucco,Unknown,no_materials_found,no,,
1215 E COLUMBIA AVE,1215 E COLUMBIA AVE,Brick,Brick,success,yes,yes,0.5
1215 E OXFORD ST,1215 E OXFORD ST,Brick,Brick,success,yes,yes,0.123
1215 E PALMER ST,1215 E PALMER ST,Brick,Stucco,success,yes,no,1.0
1215 E SUSQUEHANNA AVE,1215 E SUSQUEHANNA AVE,Brick,Vinyl,success,yes,no,1.0
1215 MARLBOROUGH ST,1215 MARLBOROUGH ST,Decorative stone,Decorative stone,success,yes,yes,0.0
1216 12 CREASE ST,1216 12 CREASE ST,Vinyl,Fibercement,success,yes,no,1.0
1216 CREASE ST,1216 CREASE ST,Brick,Aluminum Composite,success,yes,no,1.0
1216 DAY ST,1216 DAY ST,Stucco,Stucco,success,yes,yes,0.575
